accuracy,precision_bull,precision_bear,recall,f1,roc_auc,brier_score,high_conf_accuracy,high_conf_n,move_correlation,avg_return_per_signal,total_return,sharpe_approx,by_regime,fold,train_end,test_start,test_end,n_train,n_test
0.5645161290322581,0.5757575757575758,0.5517241379310345,0.59375,0.5846153846153846,0.6010416666666667,0.24454233845430115,0.6071428571428571,28,-0.0031180702213055435,0.0010349553838308475,0.06416723379751255,0.9982074373381709,"{'risk_off': {'accuracy': 0.25, 'n': 8}, 'usd_dominant': {'accuracy': 0.6, 'n': 20}, 'real_yield_driven': {'accuracy': 0.5625, 'n': 16}, 'inflation_scare': {'accuracy': 0.6666666666666666, 'n': 6}, 'fed_event': {'accuracy': 0.7, 'n': 10}}",13,2025-03-28,2025-03-29,2025-06-27,311,62
0.609375,0.625,0.5,0.8974358974358975,0.7368421052631579,0.44512820512820517,0.25843560236991675,0.5625,32,0.11912396371702962,0.0022531751412554583,0.14420320904034933,4.1448368516674785,"{'usd_dominant': {'accuracy': 0.7857142857142857, 'n': 14}, 'real_yield_driven': {'accuracy': 0.5, 'n': 22}, 'fed_event': {'accuracy': 0.55, 'n': 20}, 'range_bound': {'accuracy': 0.7142857142857143, 'n': 7}}",14,2025-06-27,2025-06-28,2025-09-26,373,64
0.4603174603174603,0.5675675675675675,0.3076923076923077,0.5384615384615384,0.5526315789473685,0.469017094017094,0.2581693937600785,0.6,10,-0.007815504268517222,-0.0007820304921792758,-0.04926792100729438,-0.7825226517476844,"{'risk_off': {'accuracy': 0.14285714285714285, 'n': 7}, 'real_yield_driven': {'accuracy': 0.5, 'n': 22}, 'fed_event': {'accuracy': 0.23076923076923078, 'n': 13}, 'range_bound': {'accuracy': 0.6470588235294118, 'n': 17}}",15,2025-09-26,2025-09-27,2025-12-26,437,63
0.5,0.6,0.4411764705882353,0.3870967741935484,0.47058823529411764,0.605890603085554,0.26651888123609235,0.6206896551724138,29,-0.010980416415228565,0.0030673022624471075,0.1656343221721438,1.989258265796725,"{'risk_off': {'accuracy': 0.5, 'n': 6}, 'usd_dominant': {'accuracy': 0.4166666666666667, 'n': 12}, 'real_yield_driven': {'accuracy': 0.5384615384615384, 'n': 13}, 'fed_event': {'accuracy': 0.5555555555555556, 'n': 9}, 'range_bound': {'accuracy': 0.5, 'n': 14}}",16,2025-12-26,2025-12-27,2026-03-17,500,54
